job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,default_yes,housing_yes,loan_yes,contact_telephone,contact_unknown,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success,poutcome_unknown,age,balance,day,duration,campaign,pdays,previous,INDEX,TARGET
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,-0.28962131837307153,-0.25,-0.6929824561403509,1.5,0.0,0.0,1408,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.4666666666666667,0.9361851332398317,-0.3333333333333333,-0.4298245614035088,1.0,358.0,4.0,2961,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6666666666666666,-0.3849929873772791,-0.8333333333333334,-0.40789473684210525,0.0,0.0,0.0,3707,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6,0.6143057503506312,-0.8333333333333334,0.6754385964912281,-0.5,0.0,0.0,495,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.9333333333333333,1.1956521739130435,0.4166666666666667,0.6754385964912281,-0.5,0.0,0.0,3808,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4666666666666667,0.7699859747545582,0.0,-0.25877192982456143,0.0,150.0,8.0,685,0
0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.5333333333333333,0.44460028050490885,0.3333333333333333,0.9868421052631579,-0.5,0.0,0.0,2078,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.8666666666666667,-0.2643758765778401,0.25,0.7280701754385965,-0.5,0.0,0.0,4419,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.26666666666666666,2.8492286115007013,0.25,-0.3815789473684211,0.0,0.0,0.0,400,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0666666666666667,0.28962131837307153,0.9166666666666666,-0.39035087719298245,-0.5,112.0,3.0,3346,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.8666666666666667,-0.3169705469845722,1.0833333333333333,-0.08771929824561403,10.5,0.0,0.0,2366,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7333333333333333,-0.2755960729312763,1.0,-0.5175438596491229,0.0,0.0,0.0,652,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3333333333333333,0.655680224403927,1.1666666666666667,-0.2807017543859649,-0.5,0.0,0.0,2566,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8,0.8288920056100981,0.5,-0.07456140350877193,1.0,0.0,0.0,239,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7333333333333333,0.22230014025245443,1.0,-0.4956140350877193,0.0,364.0,4.0,2478,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6,-0.31626928471248245,0.5,-0.4605263157894737,0.0,0.0,0.0,1261,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.06666666666666667,-0.11079943899018233,0.5833333333333334,-0.38596491228070173,1.5,0.0,0.0,2999,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.4,-0.11570827489481066,-0.08333333333333333,0.06140350877192982,0.0,275.0,3.0,2708,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.2,-0.22580645161290322,1.0833333333333333,0.43859649122807015,-0.5,0.0,0.0,1629,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.13333333333333333,0.5070126227208976,-0.08333333333333333,-0.36403508771929827,-0.5,334.0,2.0,1786,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5333333333333333,1.1598877980364657,-0.8333333333333334,-0.07456140350877193,-0.5,0.0,0.0,4221,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8666666666666667,-0.03997194950911641,-0.08333333333333333,0.9035087719298246,0.5,0.0,0.0,3901,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,-0.2776998597475456,1.0833333333333333,0.039473684210526314,-0.5,248.0,1.0,565,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.8666666666666667,0.5357643758765779,0.0,1.2587719298245614,0.0,0.0,0.0,422,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.8,0.6753155680224404,-1.1666666666666667,-0.14912280701754385,0.5,0.0,0.0,4356,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.26666666666666666,-0.25105189340813466,-0.16666666666666666,0.10087719298245613,1.5,0.0,0.0,2247,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,1.14656381486676,1.0833333333333333,-0.6842105263157895,6.0,0.0,0.0,2292,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.26666666666666666,-0.18022440392706873,0.08333333333333333,0.07894736842105263,-0.5,0.0,0.0,2368,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5333333333333333,-0.20757363253856942,-0.25,2.0701754385964914,2.5,0.0,0.0,1822,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6,0.09396914446002805,-0.8333333333333334,-0.02631578947368421,0.0,0.0,0.0,3970,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.3333333333333333,1.5617110799438991,-0.75,0.043859649122807015,-0.5,0.0,0.0,4412,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6,0.07713884992987377,0.4166666666666667,-0.21052631578947367,1.0,0.0,0.0,4078,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.06666666666666667,-0.25245441795231416,-0.25,-0.40789473684210525,-0.5,0.0,0.0,3969,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4666666666666667,0.1718092566619916,-0.75,-0.2894736842105263,-0.5,100.0,3.0,2900,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.9333333333333333,1.152875175315568,-0.5833333333333334,-0.35526315789473684,-0.5,0.0,0.0,3897,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.13333333333333333,-0.2244039270687237,0.9166666666666666,0.6622807017543859,0.0,0.0,0.0,1664,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,-0.1788218793828892,-0.25,0.16666666666666666,-0.5,183.0,2.0,1748,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3333333333333333,0.09256661991584852,0.16666666666666666,-0.13596491228070176,0.0,0.0,0.0,4242,0
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3333333333333333,5.4768583450210375,0.5833333333333334,0.07017543859649122,7.0,0.0,0.0,1067,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5333333333333333,-0.9747545582047685,1.0,-0.039473684210526314,0.0,0.0,0.0,3832,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.8,-0.4424964936886395,-0.08333333333333333,-0.5745614035087719,0.0,0.0,0.0,2727,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.4666666666666667,0.12061711079943899,0.08333333333333333,0.6622807017543859,0.0,184.0,2.0,855,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3333333333333333,-0.3169705469845722,1.0,0.34649122807017546,1.5,0.0,0.0,4288,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0666666666666667,-0.04838709677419355,-0.9166666666666666,0.4473684210526316,-0.5,0.0,0.0,2257,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.6666666666666666,0.07223001402524544,-0.08333333333333333,-0.22807017543859648,1.0,0.0,0.0,2874,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.6666666666666666,0.09256661991584852,0.0,1.5614035087719298,8.5,0.0,0.0,4192,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,-0.5827489481065918,-0.9166666666666666,0.3333333333333333,-0.5,0.0,0.0,373,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3333333333333333,0.1605890603085554,-0.16666666666666666,1.0614035087719298,0.0,0.0,0.0,2960,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.06666666666666667,0.028751753155680224,-0.4166666666666667,1.6140350877192982,-0.5,368.0,7.0,101,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.7580645161290323,-0.9166666666666666,-0.4342105263157895,-0.5,0.0,0.0,4059,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5333333333333333,1.0785413744740533,0.75,-0.33771929824561403,1.0,0.0,0.0,2813,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.26666666666666666,-0.2601683029453015,1.0833333333333333,-0.4649122807017544,-0.5,0.0,0.0,3047,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3333333333333333,3.220897615708275,0.4166666666666667,-0.7236842105263158,2.0,176.0,15.0,3272,0
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.06666666666666667,-0.20687237026647967,-0.08333333333333333,-0.5614035087719298,4.5,367.0,1.0,1426,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,-0.2812061711079944,-0.75,3.504385964912281,-0.5,0.0,0.0,4316,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4666666666666667,0.14305750350631136,0.3333333333333333,-0.16228070175438597,0.0,0.0,0.0,1891,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.4,0.014726507713884993,0.9166666666666666,-0.16666666666666666,-0.5,0.0,0.0,3726,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.06666666666666667,-0.23772791023842918,-1.0,-0.25877192982456143,-0.5,0.0,0.0,1788,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,-0.1774193548387097,-0.25,-0.3157894736842105,0.0,0.0,0.0,3340,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.6,-0.17040673211781207,-0.8333333333333334,-0.6798245614035088,0.0,0.0,0.0,355,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5333333333333333,-0.24053295932678823,0.5,0.36403508771929827,-0.5,0.0,0.0,1246,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3333333333333333,-0.28190743338008417,-0.4166666666666667,-0.34649122807017546,0.5,0.0,0.0,3217,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.8666666666666667,-0.2314165497896213,-0.6666666666666666,-0.10964912280701754,-0.5,0.0,0.0,2382,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5333333333333333,-0.008415147265077139,-0.3333333333333333,-0.41228070175438597,-0.5,0.0,0.0,3480,0
